Organisation Name,Telephone Number,Website,Hostname,IP Address,Session Start Date/Time,Monitor Resolution,Operating System,Browser,Device Type,Longitude,Latitude,Country,Town / City,County / State,Registered Address,Entry Page,Keywords,Sources,PPC,Organic,Geolocated,Visit Duration,Page Visits
Ppzhan,239-354-9761,http://www.rackcdn.com,175.6.193.18,162.12.204.150,20-11-2018 17:02,1536 * 864,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/68.0.3440.106 Safari/537.36 PTST/180813.150843,Desktop,-9.19278,38.72222,Portugal,Lisboa,Lisboa,,ee-ip.org/articles/detailed/999325585c33f81f2b421390498a8124/energy-audit-in-smes-could-unlock-great-energy-efficiency-potential-in-europe-a-focus-on-the-italia,,www.google.pt,0,1,0,0,www.ee-ip.org/articles/detailed/999325585c33f81f2b421390498a8124/energy-audit-in-smes-could-unlock-great-energy-efficiency-potential-in-europe-a-focus-on-the-italia
Gunnars,724-367-7408,http://www.bianet.com,184.160.25.158,88.54.91.68,20-11-2018 16:27,1024 * 768,5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KH,PhantomJS/2.1.1 Safari/538.1,Desktop,-76.9421,38.98998,United States,College Park,Maryland,,ee-ip.org,,,0,0,0,0,www.ee-ip.org
Fanatik,412-645-5431,http://www.omgblog.com,204.147.239.86,117.164.115.14,20-11-2018 15:46,1680 * 1050,5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (,Chrome/70.0.3538.67 Safari/537.36 PTST/SpeedCurve/181017.121023,Desktop,-77.0369,38.8951,United States,Washington,District Of Columbia,,ee-ip.org,,www.google.com,0,1,0,1595,www.ee-ip.org --> www.ee-ip.org/about --> www.ee-ip.org --> www.ee-ip.org --> www.ee-ip.org/services
Hikaku,422-870-8281,http://www.heatkeys.com,205.235.243.46,236.145.195.39,20-11-2018 13:28,1920 * 1080,5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.,Chrome/70.0.3538.102 Safari/537.36,Desktop,,,Russian Federation,Moskva,Moskva,,ee-ip.org/articles/detailed/b97292b5e1a44315e76ff3c246b183f1/digital-transformation-of-energy-utilities-shifting-gears,,www.google.ru,0,1,0,0,www.ee-ip.org/articles/detailed/b97292b5e1a44315e76ff3c246b183f1/digital-transformation-of-energy-utilities-shifting-gears
Argenta,888-511-6554,http://www.mvaayoo.com,165.201.92.47,82.83.61.64,20-11-2018 12:29,360 * 640,5.0 (Linux; Android 7.0; LG-M250 Build/NRD90U) Ap,Version/4.0 Chrome/69.0.3497.100 Mobile Safari/537.36 AppPackage/kr.co.saramin.brandapp AppVersion/2.5.2,Mobile,,,India,New Delhi,Delhi,,ee-ip.org/events/detailed/e8a653aa0da53d7dff1eedda6d03391d/industry-and-energy-supply-protocols-training-november-20th-register-here,,com.linkedin.android,0,1,0,0,www.ee-ip.org/events/detailed/e8a653aa0da53d7dff1eedda6d03391d/industry-and-energy-supply-protocols-training-november-20th-register-here
Haoting,406-114-7070,http://www.skokoff.com,4.255.248.178,14.225.208.132,20-11-2018 10:08,1600 * 900,5.0 (Windows NT 6.1; Trident/7.0; SLCC2; .NET CLR,Firefox,Desktop,12.60157,43.97,Italy,Coriano,Rimini,,ee-ip.org/articles/detailed/00e0e8fdcd49a6d6e570bf96ddc9b590/join-us-in-a-novel-approach-to-increase-investments-in-industrial-energy-efficiency-training-for-pr,,,0,0,0,0,www.ee-ip.org/articles/detailed/00e0e8fdcd49a6d6e570bf96ddc9b590/join-us-in-a-novel-approach-to-increase-investments-in-industrial-energy-efficiency-training-for-pr
Hikaku,422-870-8281,http://www.heatkeys.com,205.235.243.46,236.145.195.39,20-11-2018 09:38,1920 * 1080,5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.,Chrome/70.0.3538.102 Safari/537.36,Desktop,37.62212,55.76853,Russian Federation,Moskva,Moskva,,ee-ip.org/articles/detailed/b97292b5e1a44315e76ff3c246b183f1/digital-transformation-of-energy-utilities-shifting-gears,,www.google.ru,0,1,0,0,www.ee-ip.org/articles/detailed/b97292b5e1a44315e76ff3c246b183f1/digital-transformation-of-energy-utilities-shifting-gears
Shopnbc,724-367-7408,,196.112.55.52,172.156.206.148,19-11-2018 22:23,1920 * 1080,5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.,Chrome/70.0.3538.102 Safari/537.36,Desktop,,,Croatia,Zagreb,Grad Zagreb,,ee-ip.org/articles/detailed/4c7bd62b8c3038fcf27363d26e5b2a1c/delivering-energy-efficiency-in-industry-how-the-hera-group-turned-an-obligation-into-an-innovative,,www.google.com,0,1,0,2191,www.ee-ip.org/articles/detailed/4c7bd62b8c3038fcf27363d26e5b2a1c/delivering-energy-efficiency-in-industry-how-the-hera-group-turned-an-obligation-into-an-innovative --> www.ee-ip.org/articles/detailed/9b6b4c4efe5d97fd26896c14fd806f21/new-utility-business-model-leverage-customer-base --> www.ee-ip.org/articles/detailed/3fbfb84db1e6e10b4c471d07e6f2fe37/heres-how-european-energy-companies-see-the-near-future --> www.ee-ip.org/articles/detailed/e2c73f35562b71f56c9b3a5a03782ef8/cleantech-startups-german-utilities-bridging-the-valley-of-death --> www.ee-ip.org/articles/detailed/09c8c9c90bdffece8309b9ef7cddfe5b/blockchain-in-the-energy-sector-institutional-disruption --> www.ee-ip.org/articles/detailed/eb21705a80ba846bf019b7cd0e950b9d/game-changers-in-the-energy-system --> www.ee-ip.org/articles/detailed/d0c5cd40b76a3e5018e052ad62fd5f5d/the-hera-group-from-local-utility-to-global-sustainable-development-a-unique-approach-that-could-c --> www.ee-ip.org/articles/detailed/33d4befc6b537b3ba1d3410d162d0233/utility-of-the-future --> www.ee-ip.org/articles/detailed/b97292b5e1a44315e76ff3c246b183f1/digital-transformation-of-energy-utilities-shifting-gears --> www.ee-ip.org/articles/detailed/6aca03305a9634e44c6fa7393b5fd384/artificial-intelligence-in-energy-management-software --> www.ee-ip.org/articles/detailed/d9c5219111daf80821392c52155b09ca/can-data-analytics-replace-people-in-energy-efficiency
Kunyue,724-367-7408,,14.57.167.115,10.80.26.101,19-11-2018 22:21,1600 * 800,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/67.0.3396.79 Safari/537.36 PTST/180605.140611,Desktop,-96.87747,32.81932,United States,Dallas,Texas,,ee-ip.org/events,,,0,0,0,0,www.ee-ip.org/events
Cinemagr,403-458-7812,http://www.brobible.com,215.23.65.242,14.210.36.33,19-11-2018 18:39,1152 * 720,5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0,Firefox,Desktop,,,Canada,Toronto,Ontario,,www2.ee-ip.org/content/CompanyPage/show/kendrion/file/272_Actuators:_Solenoid_beats_Pneumatics,,www.google.com,0,1,0,0,www.www2.ee-ip.org/content/CompanyPage/show/kendrion/file/272_Actuators:_Solenoid_beats_Pneumatics
Fanatik,412-645-5431,http://www.omgblog.com,204.147.239.86,117.164.115.14,19-11-2018 17:46,1680 * 1050,5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (,Chrome/70.0.3538.67 Safari/537.36 PTST/SpeedCurve/181017.121023,Desktop,,,United States,Washington,District Of Columbia,,ee-ip.org,,www.google.com,0,1,0,0,www.ee-ip.org
Moosejaw,771-604-5085,http://www.qukanshu.com,135.242.182.207,244.149.70.130,19-11-2018 15:23,1344 * 840,5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .,Firefox,Desktop,,,Canada,Ottawa,Ontario,,ee-ip.org/articles/detailed/0c019c0356111894cc5769d5686d8980/new-recording-of-energy-performance-contracts-epcs-in-government-accounts,,,0,0,0,0,www.ee-ip.org/articles/detailed/0c019c0356111894cc5769d5686d8980/new-recording-of-energy-performance-contracts-epcs-in-government-accounts
Fanatik,412-645-5431,http://www.omgblog.com,204.147.239.86,48.93.15.14,19-11-2018 14:11,1280 * 1024,5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (,Chrome/70.0.3538.67 Safari/537.36 PTST/SpeedCurve/181017.121023,Desktop,-77.0369,38.8951,United States,Washington,District Of Columbia,,ee-ip.org,,www.google.com,0,1,0,0,www.ee-ip.org
Fanatik,412-645-5431,http://www.omgblog.com,204.147.239.86,117.164.115.14,19-11-2018 13:12,1680 * 1050,5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (,Chrome/70.0.3538.67 Safari/537.36 PTST/SpeedCurve/181017.121023,Desktop,-77.0369,38.8951,United States,Washington,District Of Columbia,,ee-ip.org,,www.google.com,0,1,0,0,www.ee-ip.org
Fanatik,412-645-5431,http://www.omgblog.com,204.147.239.86,117.164.115.14,19-11-2018 11:58,1680 * 1050,5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (,Chrome/70.0.3538.67 Safari/537.36 PTST/SpeedCurve/181017.121023,Desktop,-77.0369,38.8951,United States,Washington,District Of Columbia,,ee-ip.org,,www.google.com,0,1,0,2398,www.ee-ip.org --> www.ee-ip.org --> www.ee-ip.org/about
Onestat,205-286-3886,http://www.edelman.com,46.62.209.23,68.138.110.12,19-11-2018 11:22,1440 * 900,5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebK,Mobile/16A404 Version/12.0.1 Safari/605.1.15 (AirWatch Browser v7.0,Mac,3.08364764,50.62982169,United Kingdom,London Stansted Airport,Essex,"5th Floor, One Trinity, Broad Chare, Newcastle Upon Tyne, England, NE1 2HF",ee-ip.org/articles/detailed/87f4ab4b1d6c3c767a9dcae1e30b0808/the-technical-potential-of-large-and-industrial-heat-pumps,,www.google.com,0,1,1,0,www.ee-ip.org/articles/detailed/87f4ab4b1d6c3c767a9dcae1e30b0808/the-technical-potential-of-large-and-industrial-heat-pumps
Carbuyer,724-367-7408,http://www.mahjoob.com,122.188.139.254,140.16.77.177,19-11-2018 10:58,1707 * 960,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/70.0.3538.102 Safari/537.36,Desktop,18.82957,50.32734,Poland,Zabrze,Slaskie,,ee-ip.org/articles/detailed/d073ae0086e1f703bc62af769c6c7025/36-emerging-technologies-for-energyefficiency-and-ghg-emissions-reduction-in-the-pulp-and-paper-indu,,www.google.pl,0,1,0,0,www.ee-ip.org/articles/detailed/d073ae0086e1f703bc62af769c6c7025/36-emerging-technologies-for-energyefficiency-and-ghg-emissions-reduction-in-the-pulp-and-paper-indu
Jibjab,934-424-0548,http://www.alamuae.com,146.105.140.49,138.147.93.66,19-11-2018 10:15,1366 * 768,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/70.0.3538.77 Safari/537.36 PTST/181031.191047,Desktop,8.38758,47.46343,Switzerland,Otelfingen,Zuerich,,ee-ip.org,,,0,0,0,0,www.ee-ip.org
Parsvi,636-988-7929,http://www.isetan.com,238.148.41.226,8.43.161.209,19-11-2018 09:19,1536 * 864,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/70.0.3538.102 Safari/537.36,Desktop,139.73856,35.69628,Japan,Tokyo,Tokyo,,ee-ip.org/articles/detailed/96379c8c8b2448096037e2fa20a0b618/will-south-koreas-energy-transition-include-nuclear,,,0,0,0,0,www.ee-ip.org/articles/detailed/96379c8c8b2448096037e2fa20a0b618/will-south-koreas-energy-transition-include-nuclear
Herdaily,754-002-2464,http://www.jdouga.com,35.42.139.254,245.235.221.194,18-11-2018 17:22,384 * 800,5.0 (Linux; Android 4.2.1; en-us; Nexus 5 Build/J,Chrome/38.0.1025.166 Mobile Safari/535.19,Mobile,90.4125,23.8103,Bangladesh,Dhaka,Dhaka,,2ee-ip.org/events,,,0,0,0,0,www.2ee-ip.org/events
Akinator,207-049-1624,http://www.jeetle.com,66.58.26.55,31.40.64.2,17-11-2018 13:29,1920 * 1080,5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (,Chrome/67.0.3396.99 Safari/537.36,Desktop,-73.43121,45.69113,Canada,Varennes,Quebec,,ee-ip.org/articles/detailed/87f4ab4b1d6c3c767a9dcae1e30b0808/the-technical-potential-of-large-and-industrial-heat-pumps,,www.google.ca,0,1,0,0,www.ee-ip.org/articles/detailed/87f4ab4b1d6c3c767a9dcae1e30b0808/the-technical-potential-of-large-and-industrial-heat-pumps
Gusttube,273-298-1719,http://www.sendouts.com,135.215.42.13,105.15.120.175,17-11-2018 12:41,1440 * 900,5.0 (Macintosh; Intel Mac OS X 10_14_0) AppleWebK,Chrome/70.0.3538.102 Safari/537.36,Mac,-3.68514,40.43635,Spain,Madrid,Madrid,,ee-ip.org/articles/detailed/b97292b5e1a44315e76ff3c246b183f1/digital-transformation-of-energy-utilities-shifting-gears,,www.google.es,0,1,0,0,www.ee-ip.org/articles/detailed/b97292b5e1a44315e76ff3c246b183f1/digital-transformation-of-energy-utilities-shifting-gears
Cbengine,219-437-6720,http://www.hongsam.com,65.175.55.255,227.65.39.130,17-11-2018 11:47,360 * 640,5.0 (Linux; Android 8.1.0; Mi A1) AppleWebKit/537,Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36 Snapchat/10.44.0.0 (SM-A520F; Android 8.0.0#A520FXXU7CRI1#26; gzip,Mobile,,,Ukraine,Kyiv,Kyiv Misto,,www2.ee-ip.org/content/CompanyPage/show/norsk-energi/file/107_Energy_Recovery:_Reference_project_Finnfjord,,com.linkedin.android,0,1,0,0,www.www2.ee-ip.org/content/CompanyPage/show/norsk-energi/file/107_Energy_Recovery:_Reference_project_Finnfjord
Alfavita,647-574-8863,http://www.chinapnr.com,47.146.112.51,129.154.90.70,17-11-2018 03:33,1440 * 900,5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebK,Chrome/70.0.3538.102 Safari/537.36,Mac,121.51987,25.04214,Taiwan,Taipei,Taipei,,ee-ip.org/articles/detailed/6aca03305a9634e44c6fa7393b5fd384/artificial-intelligence-in-energy-management-software,,www.google.com.tw,0,1,0,0,www.ee-ip.org/articles/detailed/6aca03305a9634e44c6fa7393b5fd384/artificial-intelligence-in-energy-management-software
Fanatik,412-645-5431,http://www.omgblog.com,204.147.239.86,117.164.115.14,16-11-2018 19:48,1680 * 1050,5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (,Chrome/70.0.3538.67 Safari/537.36 PTST/SpeedCurve/181017.121023,Desktop,-77.0369,38.8951,United States,Washington,District Of Columbia,,ee-ip.org,,www.google.com,0,1,0,83,www.ee-ip.org --> www.ee-ip.org/events --> www.ee-ip.org/about
Inkclub,890-516-7635,http://www.hostlogr.com,169.216.68.185,252.226.27.78,16-11-2018 08:35,1280 * 800,"5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, l",Chrome/70.0.3538.102 Safari/537.36,Desktop,,,India,Mumbai,Maharashtra,,www2.ee-ip.org/content/CompanyPage/show/european-copper-institute/file/296_Behind-the-Meter_Energy_Storage_Systems,,www.google.com,0,1,0,0,www.www2.ee-ip.org/content/CompanyPage/show/european-copper-institute/file/296_Behind-the-Meter_Energy_Storage_Systems
Nusport,427-806-2556,http://www.civicuk.com,106.109.203.76,193.92.171.244,16-11-2018 07:07,800 * 600,5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML,HeadlessChrome/67.0.3391.0 Safari/537.36,Desktop,,,Norway,Oslo,Oslo,,ee-ip.org/articles/detailed/0c51dd8cd9769e44e6153a26b3005862/are-zne-ready-manufactured-homes-on-the-horizon,,,0,0,0,0,www.ee-ip.org/articles/detailed/0c51dd8cd9769e44e6153a26b3005862/are-zne-ready-manufactured-homes-on-the-horizon
Bankpo,271-688-7982,http://www.oomega.com,251.120.128.140,92.80.102.16,15-11-2018 22:28,753 * 424,5.0 (Linux; Android 8.1.0; Moto G (5) Plus) Apple,Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36 Snapchat/10.44.0.0 (SM-A520F; Android 8.0.0#A520FXXU7CRI1#26; gzip,Tablet,,,Netherlands,Den Haag,Zuid-Holland,,ee-ip.org/articles/detailed/bd3568515e538ad350faf063915c6141/heatpumps-vision-vs-reality,,www.google.com.ng,0,1,0,0,www.ee-ip.org/articles/detailed/bd3568515e538ad350faf063915c6141/heatpumps-vision-vs-reality
Terehoff,869-518-5568,http://www.namesilo.com,204.66.72.180,120.14.145.40,15-11-2018 22:02,1536 * 864,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/70.0.3538.102 Safari/537.36,Desktop,,,United States,Fremont,California,,www2.ee-ip.org/content/CompanyPage/show/norsk-energi/file/107_Energy_Recovery:_Reference_project_Finnfjord,,www.linkedin.com,0,1,0,16,www.www2.ee-ip.org/content/CompanyPage/show/norsk-energi/file/107_Energy_Recovery:_Reference_project_Finnfjord --> www.www2.ee-ip.org/content/CompanyPage/show/norsk-energi/file/107_Energy_Recovery:_Reference_project_Finnfjord
Perfecte,653-832-9896,http://www.wikinews.com,147.73.113.229,188.215.133.246,15-11-2018 21:30,1280 * 721,5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (,HeadlessChrome/65.0.3325.162 Safari/537.36,Desktop,,,United States,Sausalito,California,,ee-ip.org/articles/detailed/3fbfb84db1e6e10b4c471d07e6f2fe37/heres-how-european-energy-companies-see-the-near-future,,www.google.com,0,1,0,0,www.ee-ip.org/articles/detailed/3fbfb84db1e6e10b4c471d07e6f2fe37/heres-how-european-energy-companies-see-the-near-future
Mainichi,724-367-7408,http://www.pmcmed.com,119.42.68.225,221.3.96.8,15-11-2018 18:30,1707 * 1365,5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .,Firefox,Desktop,,,United Kingdom,Tower Hamlets,Greater London,,ee-ip.org/articles/detailed/597c40b4f191d141b0905cff80768f39/is-an-energy-revolution-underway-in-chile,,www.google.com,0,1,0,0,www.ee-ip.org/articles/detailed/597c40b4f191d141b0905cff80768f39/is-an-energy-revolution-underway-in-chile
Checkoo,724-367-7408,http://www.chintai.com,146.21.194.128,62.1.93.254,15-11-2018 16:43,1920 * 1080,5.0 (Windows),Firefox,Desktop,,,Denmark,Kongens Lyngby,Hovedstaden,,ee-ip.org/articles/detailed/add4074d8ed903b257db63c17278173a/risk-minimization-for-energy-efficiency-projects,,www.google.com,0,1,0,0,www.ee-ip.org/articles/detailed/add4074d8ed903b257db63c17278173a/risk-minimization-for-energy-efficiency-projects
Najmsat,438-320-5407,http://www.shopcool.com,15.169.16.132,76.251.207.151,15-11-2018 11:05,1920 * 1200,5.0 (Windows),Firefox,Desktop,,,Germany,Naila,Bayern,,ee-ip.org,,t.co,0,0,0,14,www.ee-ip.org --> www.ee-ip.org/about
Barcelo,408-802-8233,http://www.ciashop.com,162.209.46.147,224.192.241.0,15-11-2018 10:58,1280 * 800,5.0 (Macintosh; Intel Mac OS X 10_14_0) AppleWebK,Chrome/70.0.3538.77 Safari/537.36 PTST/181031.191047,Mac,,,Spain,Barcelona,Barcelona,,ee-ip.org,,,0,0,0,0,www.ee-ip.org
Inkclub,890-516-7635,http://www.hostlogr.com,209.116.10.34,252.226.27.78,15-11-2018 09:59,1280 * 800,"5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, l",Chrome/70.0.3538.102 Safari/537.36,Desktop,,,India,Mumbai,Maharashtra,,www2.ee-ip.org/content/CompanyPage/show/european-copper-institute/file/296_Behind-the-Meter_Energy_Storage_Systems,,www.google.com,0,1,0,0,www.www2.ee-ip.org/content/CompanyPage/show/european-copper-institute/file/296_Behind-the-Meter_Energy_Storage_Systems
Akinator,207-049-1624,http://www.jeetle.com,66.58.26.55,31.40.64.2,14-11-2018 22:53,1920 * 1080,5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (,Chrome/67.0.3396.99 Safari/537.36,Desktop,,,Canada,Varennes,Quebec,,ee-ip.org/articles/detailed/87f4ab4b1d6c3c767a9dcae1e30b0808/the-technical-potential-of-large-and-industrial-heat-pumps,,www.google.ca,0,1,0,2382,www.ee-ip.org/articles/detailed/87f4ab4b1d6c3c767a9dcae1e30b0808/the-technical-potential-of-large-and-industrial-heat-pumps --> www.ee-ip.org/articles/detailed/87f4ab4b1d6c3c767a9dcae1e30b0808/the-technical-potential-of-large-and-industrial-heat-pumps
Atmovies,642-147-7104,http://www.fitflop.com,49.146.140.130,243.188.109.216,14-11-2018 20:54,1366 * 768,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/70.0.3538.102 Safari/537.36,Desktop,,,United States,Manassas,Virginia,,ee-ip.org/articles/detailed/ffd4015cb22ef1948e4d956483914a88/de-risking-energy-efficiency-projects-a-market-opportunity-for-project-developers,,www.facebook.com,0,0,0,0,www.ee-ip.org/articles/detailed/ffd4015cb22ef1948e4d956483914a88/de-risking-energy-efficiency-projects-a-market-opportunity-for-project-developers
Namesilo,230-059-3653,http://www.demohour.com,197.204.165.252,29.174.207.110,14-11-2018 16:40,360 * 640,5.0 (Linux; Android 8.1.0; Moto G (5)) AppleWebKi,Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36 Snapchat/10.44.0.0 (SM-A520F; Android 8.0.0#A520FXXU7CRI1#26; gzip,Mobile,2.128985,41.3555453,Spain,Barcelona,Barcelona,,ee-ip.org,,,0,0,1,33,www.ee-ip.org --> www.ee-ip.org/events --> www.ee-ip.org
Rapidns,362-502-5913,http://www.clemson.com,218.116.102.221,133.213.148.61,14-11-2018 14:31,1920 * 1080,"5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, l",Chrome/68.0.3440.106 Safari/537.36 PTST/180813.150843,Desktop,,,Netherlands,Amstelveen,Noord-Holland,,ee-ip.org/articles/detailed/597c40b4f191d141b0905cff80768f39/is-an-energy-revolution-underway-in-chile,,www.google.com,0,1,0,0,www.ee-ip.org/articles/detailed/597c40b4f191d141b0905cff80768f39/is-an-energy-revolution-underway-in-chile
Datanta,718-595-1349,http://www.crutop.com,154.125.150.74,244.126.193.189,14-11-2018 14:04,1600 * 900,5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .,Firefox,Desktop,,,Turkey,Istanbul,Istanbul,,ee-ip.org/articles/detailed/7cc969ab93f80c76a54ecc339c544ae9/turkey-industrial-energy-efficiency-strategy,,www.google.com.tr,0,1,0,0,www.ee-ip.org/articles/detailed/7cc969ab93f80c76a54ecc339c544ae9/turkey-industrial-energy-efficiency-strategy
Hbzhan,575-889-6277,http://www.fuzhie.com,242.79.25.232,151.219.109.225,14-11-2018 12:06,1829 * 1029,5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .,Firefox,Desktop,,,Switzerland,Zuerich,Zuerich,,www2.ee-ip.org/content/CompanyPage/show/cp-pump-systems,,www.google.com,0,1,0,0,www.www2.ee-ip.org/content/CompanyPage/show/cp-pump-systems
Itaucard,935-280-9172,http://www.perfecte.com,116.204.143.41,254.157.190.220,14-11-2018 06:29,1920 * 1080,5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.,Chrome/70.0.3538.102 Safari/537.36,Desktop,,,Taiwan,Taipei,Taipei,,ee-ip.org/articles/detailed/b54ae3494e0cfd5837f5693810b4fbe5/utilities-and-governments-are-wasting-millions-of-dollars-subsidizing-a-wrong-technology-for-motor-s,,,0,0,0,0,www.ee-ip.org/articles/detailed/b54ae3494e0cfd5837f5693810b4fbe5/utilities-and-governments-are-wasting-millions-of-dollars-subsidizing-a-wrong-technology-for-motor-s
Trivela,542-019-5799,http://www.sucaiw.com,252.228.53.106,108.20.108.194,13-11-2018 23:30,1920 * 1080,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/70.0.3538.77 Safari/537.36 PTST/181031.191047,Desktop,-87.63684,41.88293,United States,Chicago,Illinois,,ee-ip.org/articles/detailed/c4a9bce1728be9d76641b9b9f01530fa/farewell-to-traditional-compressor-based-refrigeration,,www.google.com,0,1,0,0,www.ee-ip.org/articles/detailed/c4a9bce1728be9d76641b9b9f01530fa/farewell-to-traditional-compressor-based-refrigeration
Akinator,207-049-1624,http://www.jeetle.com,66.58.26.55,31.40.64.2,13-11-2018 20:35,1920 * 1080,5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (,Chrome/67.0.3396.99 Safari/537.36,Desktop,-73.43121,45.69113,Canada,Varennes,Quebec,,ee-ip.org/articles/detailed/87f4ab4b1d6c3c767a9dcae1e30b0808/the-technical-potential-of-large-and-industrial-heat-pumps,,www.google.ca,0,1,0,0,www.ee-ip.org/articles/detailed/87f4ab4b1d6c3c767a9dcae1e30b0808/the-technical-potential-of-large-and-industrial-heat-pumps
Marmai,949-102-1999,http://www.peerfly.com,165.98.185.148,15.197.137.54,13-11-2018 20:26,1536 * 864,5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; ,Firefox,Desktop,-77.65082,43.08922,United States,Rochester,New York,,ee-ip.org/articles/detailed/9b6b4c4efe5d97fd26896c14fd806f21/new-utility-business-model-leverage-customer-base,,www.google.com,0,1,0,0,www.ee-ip.org/articles/detailed/9b6b4c4efe5d97fd26896c14fd806f21/new-utility-business-model-leverage-customer-base
Bakterim,468-959-3528,http://www.movezu.com,112.96.178.239,103.138.192.126,13-11-2018 17:52,360 * 740,5.0 (Linux; Android 8.0.0; SAMSUNG SM-G950F Build,SamsungBrowser/7.4 Chrome/59.0.3071.125 Mobile Safari/537.36,Mobile,-100.4229868,20.5954528,Mexico,Queretaro,Queretaro De Arteaga,,ee-ip.org/articles/detailed/f3bb91abbe2349bb3f50471ef189a4d8/top-3-energy-efficiency-articles-1st-half-2018,,,0,0,1,86,www.ee-ip.org/articles/detailed/f3bb91abbe2349bb3f50471ef189a4d8/top-3-energy-efficiency-articles-1st-half-2018 --> www.ee-ip.org/articles/detailed/ef1380f71ca6a485cb75724f21b675d8/the-benefit-of-compressed-air-systems-becoming-smart-a-boge-example
Aurora,724-367-7408,http://www.nanrenwa.com,193.105.176.21,235.38.67.127,13-11-2018 17:10,1280 * 1024,5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.,Chrome/67.0.3396.87 Safari/537.36 OPR/54.0.2952.71 (Edition 360-1,Desktop,-86.01135,39.9637,United States,Fishers,Indiana,,ee-ip.org/events/detailed/be404dd5bd946db1e5827cab83ed3936/motek-international-trade-fair-for-automation-in-production-and-assembly-1,,www.google.com,0,1,0,0,www.ee-ip.org/events/detailed/be404dd5bd946db1e5827cab83ed3936/motek-international-trade-fair-for-automation-in-production-and-assembly-1
Itaucard,935-280-9172,http://www.perfecte.com,64.27.221.188,90.182.158.241,13-11-2018 14:21,1920 * 1080,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/70.0.3538.102 Safari/537.36,Desktop,,,Taiwan,Taipei,Taipei,,ee-ip.org/articles/detailed/b54ae3494e0cfd5837f5693810b4fbe5/utilities-and-governments-are-wasting-millions-of-dollars-subsidizing-a-wrong-technology-for-motor-s,,,0,0,0,0,www.ee-ip.org/articles/detailed/b54ae3494e0cfd5837f5693810b4fbe5/utilities-and-governments-are-wasting-millions-of-dollars-subsidizing-a-wrong-technology-for-motor-s
Horadric,864-465-3326,http://www.suffil.com,179.34.189.154,193.133.134.91,13-11-2018 14:15,1280 * 720,5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537,Chrome/70.0.3538.77 Safari/537.36 PTST/181031.191047,Desktop,28.96028,41.01389,Turkey,Istanbul,Istanbul,,ee-ip.org/events/detailed/6759996f66ae1654afb775f685da6657/iea-global-conference-on-energy-efficiency-2018,,www.google.com.tr,0,1,0,0,www.ee-ip.org/events/detailed/6759996f66ae1654afb775f685da6657/iea-global-conference-on-energy-efficiency-2018
