Organisation Name,Telephone Number,Website,Hostname,IP Address,Session Start Date/Time,Monitor Resolution,Operating System,Browser,Device Type,Longitude,Latitude,Country,Town / City,County / State,Registered Address,Entry Page,Keywords,Sources,PPC,Organic,Geolocated,Visit Duration,Page Visits
"Rwth Aachen University",,rwth-aachen.de,134.130.79.160,134.130.79.160,"2019-04-02 13:59:53","1280 * 720","5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .",Firefox,Desktop,6.0839,50.7753,Germany,Aachen,Nordrhein-Westfalen,,ee-ip.org/articles/detailed/1217a4c3836efc7e4ae5bf279b6578d4/aluminum-industry-10-emerging-technologies-for-energy-efficiency-and-ghg-emissions-reduction,,www.google.de,0,1,0,0,www.ee-ip.org/articles/detailed/1217a4c3836efc7e4ae5bf279b6578d4/aluminum-industry-10-emerging-technologies-for-energy-efficiency-and-ghg-emissions-reduction
Tno,"""+31 88 866 00 00""",https://www.tno.nl/,pc-21099.tsn.tno.nl,139.63.15.23,"2019-04-02 13:32:58","1280 * 720","5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537","Chrome/73.0.3683.86 Safari/537.36 PTST/SpeedCurve/190322.130349",Desktop,4.31732,52.07798,Netherlands,"Den Haag",Zuid-Holland,,ee-ip.org,,ec.europa.eu,0,0,0,0,www.ee-ip.org
"Universitaet St. Gallen","""+41 71 224 21 11""",http://www.unisg.ch/,vpn-unisg-130-82-71-82.unisg.ch,130.82.71.82,"2019-04-02 12:09:27","1920 * 1080","5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537","Chrome/73.0.3683.86 Safari/537.36 PTST/SpeedCurve/190322.130349",Desktop,9.37605,47.42648,Switzerland,"Sankt Gallen","Sankt Gallen",,ee-ip.org/articles/detailed/b97292b5e1a44315e76ff3c246b183f1/digital-transformation-of-energy-utilities-shifting-gears,,www.google.com,0,1,0,0,www.ee-ip.org/articles/detailed/b97292b5e1a44315e76ff3c246b183f1/digital-transformation-of-energy-utilities-shifting-gears
"Al Abbas Group","""+971-4-3521000 """,http://www.alabbas.com,81.22.28.162,81.22.28.162,"2019-04-02 10:25:40","1366 * 768","5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, l","Chrome/73.0.3683.86 Safari/537.36 PTST/SpeedCurve/190322.130349",Desktop,50.58472,26.22778,Bahrain,Al-Manamah,Capital,,ee-ip.org/articles/detailed/1217a4c3836efc7e4ae5bf279b6578d4/aluminum-industry-10-emerging-technologies-for-energy-efficiency-and-ghg-emissions-reduction,,www.google.com,0,1,0,0,www.ee-ip.org/articles/detailed/1217a4c3836efc7e4ae5bf279b6578d4/aluminum-industry-10-emerging-technologies-for-energy-efficiency-and-ghg-emissions-reduction
Ignite,"087 701 0777",https://ignite.co.za,197-85-185-188.cpt.mweb.co.za,197.85.185.188,"2019-04-01 20:49:35","1366 * 768","5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537","Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",Desktop,18.4241,-33.9249,"South Africa","Cape Town","Western Cape",,ee-ip.org/articles/detailed/e3856df40e2342fa6e02d4d5d9e11afe/utilize-all-the-available-energy-heat-recovery,,www.linkedin.com,0,1,0,0,www.ee-ip.org/articles/detailed/e3856df40e2342fa6e02d4d5d9e11afe/utilize-all-the-available-energy-heat-recovery
"Universitaet St. Gallen","""+41 71 224 21 11""",http://www.unisg.ch/,vpn-unisg-130-82-71-82.unisg.ch,130.82.71.82,"2019-04-01 18:46:13","1920 * 1080","5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537","Chrome/73.0.3683.86 Safari/537.36 PTST/SpeedCurve/190322.130349",Desktop,9.37605,47.42648,Switzerland,"Sankt Gallen","Sankt Gallen",,ee-ip.org/articles/detailed/b97292b5e1a44315e76ff3c246b183f1/digital-transformation-of-energy-utilities-shifting-gears,,www.google.com,0,1,0,0,www.ee-ip.org/articles/detailed/b97292b5e1a44315e76ff3c246b183f1/digital-transformation-of-energy-utilities-shifting-gears
"University Of Novi Sad","""+381 21 485-2000""",http://www.uns.ac.rs/,proxy.uns.ac.rs,147.91.173.31,"2019-04-01 16:26:03","1920 * 1080","5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.","Chrome/73.0.3683.86 Safari/537.36 PTST/SpeedCurve/190322.130349",Desktop,19.85,45.25,Serbia,"Novi Sad",Juzno-Backi,,ee-ip.org/articles/detailed/87f4ab4b1d6c3c767a9dcae1e30b0808/the-technical-potential-of-large-and-industrial-heat-pumps,,www.google.com,0,1,0,0,www.ee-ip.org/articles/detailed/87f4ab4b1d6c3c767a9dcae1e30b0808/the-technical-potential-of-large-and-industrial-heat-pumps
"Orcan Energy Ag","""+49.89.724 49 97-0""",http://www.orcan-energy.com,remote.orcan-energy.com,87.138.237.88,"2019-04-01 14:36:02","1920 * 1080","5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.","Chrome/73.0.3683.86 Safari/537.36 PTST/SpeedCurve/190322.130349",Desktop,11.0768,49.452,Germany,Nuernberg,Bayern,,ee-ip.org/articles/detailed/e3856df40e2342fa6e02d4d5d9e11afe/utilize-all-the-available-energy-heat-recovery,,www.google.com,0,1,0,0,www.ee-ip.org/articles/detailed/e3856df40e2342fa6e02d4d5d9e11afe/utilize-all-the-available-energy-heat-recovery
"Nb Power","1 800 663-6272",http://www.nbpower.com,155.3.252.250,155.3.252.250,"2019-04-01 14:03:30","1920 * 1080","5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, l","Version/4.0 Chrome/72.0.3626.121 Safari/537.36 [FB_IAB/FB4A;FBAV/208.0.0.38.104;]",Desktop,-66.64211,45.95664,Canada,Fredericton,"New Brunswick",,ee-ip.org/newsletter,,www.ee-ip.org,0,0,0,0,www.ee-ip.org/newsletter
"Thomson Reuters U.S. Llc","""+1 646 223 4000""",http://thomsonreuters.com,159.220.74.2,159.220.74.2,"2019-04-01 12:36:19","1024 * 820","5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.","Chrome/73.0.3683.86 Safari/537.36 PTST/SpeedCurve/190322.130349",Desktop,-0.617,51.319,"United Kingdom",Knaphill,Surrey,,ee-ip.org/articles/detailed/999325585c33f81f2b421390498a8124/energy-audit-in-smes-could-unlock-great-energy-efficiency-potential-in-europe-a-focus-on-the-italia,,www.google.com,0,1,0,260,"www.ee-ip.org/articles/detailed/999325585c33f81f2b421390498a8124/energy-audit-in-smes-could-unlock-great-energy-efficiency-potential-in-europe-a-focus-on-the-italia --> www.ee-ip.org/articles/detailed/972d126c82cddffb88dee49595eb9800/the-italian-energy-audits-model-a-cocktail-of-best-practices-that-lead-to-success --> www.ee-ip.org/articles/detailed/999325585c33f81f2b421390498a8124/energy-audit-in-smes-could-unlock-great-energy-efficiency-potential-in-europe-a-focus-on-the-italia"
"Twi Ltd","""+44 (0)1223 899000""",https://www.twi-global.com,100.162.17.46.twi.co.uk,46.17.162.100,"2019-04-01 11:29:41","1280 * 800","5.0 (Macintosh)",Firefox,Mac,0.388,52.198,"United Kingdom",Dullingham,Cambridgeshire,"Bevan Braithwaite Building Granta Park, Great Abington, Cambridge, CB21 6AL",ee-ip.org/articles/detailed/b875c3e979720a90462f44fb4669d063/how-greece-drives-energy-efficiency-5-innovative-companies,,,0,0,0,0,www.ee-ip.org/articles/detailed/b875c3e979720a90462f44fb4669d063/how-greece-drives-energy-efficiency-5-innovative-companies
"Pricewaterhouse Coopers Ag","[49] (30) 26 36 0",http://www.pwc.com/,195.234.12.104,195.234.12.104,"2019-04-01 09:01:32","3440 * 1440","5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537","Chrome/73.0.3683.86 Safari/537.36 PTST/SpeedCurve/190322.130349",Desktop,6.80351,51.21393,Germany,Oberbilk,Nordrhein-Westfalen,,ee-ip.org,,mail.google.com,0,1,0,7669,"www.ee-ip.org --> www.ee-ip.org/articles/detailed/b875c3e979720a90462f44fb4669d063/how-greece-drives-energy-efficiency-5-innovative-companies --> www.ee-ip.org/services --> www.www2.ee-ip.org/content/CompanyPage/show/solvera-lynx/file/401_Energy_Management_System_in_cement_industry --> www.ee-ip.org/partners --> www.ee-ip.org/articles/detailed/e3856df40e2342fa6e02d4d5d9e11afe/utilize-all-the-available-energy-heat-recovery --> www.ee-ip.org/about --> www.ee-ip.org/nc/business-practices --> www.ee-ip.org/articles --> www.ee-ip.org/articles --> www.ee-ip.org/articles/detailed/59ae4fb65e1e983e3d62e2f3cdb766c5/finding-our-voice"
Tomatopcbang,,,210.91.50.178,210.91.50.178,"2019-04-01 02:35:52","1280 * 720","5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537","Chrome/73.0.3683.86 Safari/537.36 PTST/SpeedCurve/190322.130349",Desktop,126.98265,37.561,"Korea (South)",Seoul,"Seoul Teukbyeolsi",,ee-ip.org/articles/detailed/d296929403a5c5c3aae5852e9fbc924c/faq-how-the-icp-process-works-for-industry-district-energy-and-street-lighting,,www.google.com,0,1,0,0,www.ee-ip.org/articles/detailed/d296929403a5c5c3aae5852e9fbc924c/faq-how-the-icp-process-works-for-industry-district-energy-and-street-lighting
Viettel,"024 6255 6789",http://viettel.com.vn/,171.238.93.243,171.238.93.243,"2019-03-31 18:41:35","412 * 846","5.0 (Linux; Android 8.0.0; SAMSUNG SM-A605G Build","SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36",Mobile,105.84,21.022,"Viet Nam","Ha Noi","Ha Noi",,ee-ip.org/services,,,0,0,0,0,www.ee-ip.org/services
Viettel,"024 6255 6789",http://viettel.com.vn/,171.238.93.243,171.238.93.243,"2019-03-31 17:41:37","412 * 846","5.0 (Linux; Android 8.0.0; SM-A605G Build/R16NW; ","Version/4.0 Chrome/73.0.3683.90 Mobile Safari/537.36 [Pinterest/Android]",Mobile,105.84,21.022,"Viet Nam","Ha Noi","Ha Noi",,ee-ip.org/services,,pinterest.com,0,0,0,0,www.ee-ip.org/services
"The University Of Hong Kong",,,175.159.179.57,175.159.179.57,"2019-03-31 10:06:25","1280 * 720","5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537","Chrome/70.0.3538.67 Safari/537.36 PTST/SpeedCurve/181017.121023",Desktop,114.1095,22.3964,"Hong Kong","Hong Kong",None,,ee-ip.org/articles/detailed/64733ae2e40155da8b4a28aeeb61a8f1/the-hera-group-experience-with-green-bonds-energy-efficiency-is-the-top-financed-category,,,0,0,0,0,www.ee-ip.org/articles/detailed/64733ae2e40155da8b4a28aeeb61a8f1/the-hera-group-experience-with-green-bonds-energy-efficiency-is-the-top-financed-category
"The University Of Hong Kong",,,175.159.177.155,175.159.177.155,"2019-03-31 09:57:32","1280 * 720","5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537","Chrome/70.0.3538.67 Safari/537.36 PTST/SpeedCurve/181017.121023",Desktop,114.1095,22.3964,"Hong Kong","Hong Kong",None,,ee-ip.org/articles/detailed/64733ae2e40155da8b4a28aeeb61a8f1/the-hera-group-experience-with-green-bonds-energy-efficiency-is-the-top-financed-category,,www.google.com,0,1,0,316,"www.ee-ip.org --> www.ee-ip.org/articles/detailed/64733ae2e40155da8b4a28aeeb61a8f1/the-hera-group-experience-with-green-bonds-energy-efficiency-is-the-top-financed-category --> www.ee-ip.org/articles/detailed/64733ae2e40155da8b4a28aeeb61a8f1/the-hera-group-experience-with-green-bonds-energy-efficiency-is-the-top-financed-category"
"Hotel Marina City Pte Ltd","""+65 6339 2459""",,d117154232.ppp117154.cyberway.com.sg,203.117.154.232,"2019-03-31 03:46:48","1280 * 800","5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebK","Version/4.0 Chrome/72.0.3626.121 Safari/537.36 [FB_IAB/FB4A;FBAV/208.0.0.38.104;]",Mac,103.8198,1.32,Singapore,Singapore,None,,ee-ip.org/articles/detailed/d073ae0086e1f703bc62af769c6c7025/36-emerging-technologies-for-energyefficiency-and-ghg-emissions-reduction-in-the-pulp-and-paper-indu,,www.google.com,0,1,0,0,www.ee-ip.org/articles/detailed/d073ae0086e1f703bc62af769c6c7025/36-emerging-technologies-for-energyefficiency-and-ghg-emissions-reduction-in-the-pulp-and-paper-indu
"Macquarie Bank Limited","61 2 8232 3333",http://www.macquarie.com,203.210.76.192,203.210.76.192,"2019-03-30 08:41:27","1536 * 864","5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (K","Version/4.0 Chrome/72.0.3626.96 Safari/537.36 [FB_IAB/FB4A;FBAV/207.0.0.33.100;]",Desktop,151.20711,-33.86714,Australia,Sydney,"New South Wales",,www2.ee-ip.org/content/CompanyPage/show/turboden-spa/file/216_ORC_Technology_for_Geothermal_Energy_Source_,,www.google.com,0,1,0,0,www.www2.ee-ip.org/content/CompanyPage/show/turboden-spa/file/216_ORC_Technology_for_Geothermal_Energy_Source_
Malarenergi,"021-39 50 50",https://www.malarenergi.se,83-233-123-252.cust.bredband2.com,83.233.123.252,"2019-03-29 22:57:01","414 * 736","5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) ","Version/12.0 Mobile/15E148 Safari/604.1",Mobile,16.54481,59.6099,Sweden,Vasteras,"Vastmanlands Lan",,ee-ip.org/articles/detailed/e3856df40e2342fa6e02d4d5d9e11afe/utilize-all-the-available-energy-heat-recovery,,2llox.r.a.d.sendibm1.com,0,0,0,0,www.ee-ip.org/articles/detailed/e3856df40e2342fa6e02d4d5d9e11afe/utilize-all-the-available-energy-heat-recovery
"Technische Universiteit Delft","""+31 (0)15 27 89111""",http://www.tudelft.nl,tor-relay-13.ewi.tudelft.nl,130.161.3.212,"2019-03-29 22:16:27","800 * 600","5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML","Ubuntu Chromium/69.0.3497.81 HeadlessChrome/69.0.3497.81 Safari/537.36",Desktop,4.35965,52.0123,Netherlands,Delft,Zuid-Holland,,ee-ip.org,,,0,0,0,0,www.ee-ip.org
"Caisse Fédérale De Crédit Mutuel","33 3 88 14 88 14",https://www.creditmutuel.fr,193.56.244.86,193.56.244.86,"2019-03-29 22:15:15","360 * 640","5.0 (Linux; Android 7.0; VIE-L09 Build/HUAWEIVIE-","5.0 (Linux; Android 7.0; VIE-L09 Build/HUAWEIVIE-L09; wv",Mobile,2.51752,47.7617,France,Dampierre-En-Burly,Loiret,,ee-ip.org/services,,pinterest.com,0,0,0,0,www.ee-ip.org/services
"Universidad Francisco Marroquin",,,200.0.177.106,200.0.177.106,"2019-03-29 21:50:20","384 * 800","5.0 (Linux; Android 4.2.1; en-us; Nexus 5 Build/J","Chrome/38.0.1025.166 Mobile Safari/535.19",Mobile,-90.5328,14.6248,Guatemala,"Guatemala City",Guatemala,,ee-ip.org,,,0,0,0,0,www.ee-ip.org
"Quest Controls, Inc.",1-800-373-6331,https://www.questcontrols.com/,static-71-180-3-2.tampfl.dsl-w.frontiernet.net,71.180.3.2,"2019-03-29 21:09:45","1440 * 900","5.0 (Macintosh; Intel Mac OS X 10_14_3) AppleWebK","Chrome/73.0.3683.86 Safari/537.36 PTST/SpeedCurve/190322.130349",Mac,-82.5496,27.57457,"United States",Palmetto,Florida,,www2.ee-ip.org/content/CompanyPage/show/european-copper-institute/file/325_10_Facts_about_Energy_Management,,,0,0,0,0,www.www2.ee-ip.org/content/CompanyPage/show/european-copper-institute/file/325_10_Facts_about_Energy_Management
"Cineca Consorzio Interuniversitario",,polimi.it,global-staff.energia.polimi.it,131.175.28.235,"2019-03-29 18:20:16","1680 * 1050","5.0 (Windows)",Firefox,Desktop,9.29169,45.50115,Italy,Segrate,Milano,,ee-ip.org,,,0,0,0,0,www.ee-ip.org
"Laboratorio Nacional De Energia E Geologia","""+351 210 924 600""",http://www.lneg.pt,193.137.43.253,193.137.43.253,"2019-03-29 18:10:35","1680 * 1050","5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0",Firefox,Desktop,-9.23639,38.76333,Portugal,Amadora,Lisboa,,ee-ip.org/articles,,www.bing.com,0,1,0,0,www.ee-ip.org/articles
"Pontificia Universid Catolica Do Rio Grande Do Sul",,pucrs.br,201.54.159.16,201.54.159.16,"2019-03-29 17:58:40","1536 * 864","5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537","Chrome/73.0.3683.86 Safari/537.36 PTST/SpeedCurve/190322.130349",Desktop,-51.17407,-30.06528,Brazil,"Porto Alegre","Rio Grande Do Sul",,ee-ip.org/magazine,,www.google.com,0,1,0,79,"www.ee-ip.org/magazine --> www.ee-ip.org/about"
"Laboratorio Nacional De Energia E Geologia","""+351 210 924 600""",http://www.lneg.pt,193.137.43.253,193.137.43.253,"2019-03-29 13:33:04","1536 * 864","5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537","Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",Desktop,-9.23639,38.76333,Portugal,Amadora,Lisboa,,ee-ip.org,,,0,0,0,184,"www.ee-ip.org --> www.ee-ip.org/about --> www.ee-ip.org/about --> www.ee-ip.org/about --> www.ee-ip.org/about --> www.ee-ip.org/services --> www.ee-ip.org/articles --> www.ee-ip.org/about --> www.ee-ip.org/about --> www.ee-ip.org/services --> www.ee-ip.org/partners"
"Thomson Reuters U.S. Llc","""+1 646 223 4000""",http://thomsonreuters.com,159.220.74.2,159.220.74.2,"2019-03-29 11:54:44","1024 * 820","5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.","Chrome/73.0.3683.86 Safari/537.36 PTST/SpeedCurve/190322.130349",Desktop,-0.617,51.319,"United Kingdom",Knaphill,Surrey,,ee-ip.org/articles/detailed,,,0,0,0,0,www.ee-ip.org/articles/detailed
"Budapesti Corvinus Egyetem","""+36 1 482 5000""",http://www.uni-corvinus.hu,146.110.138.235,146.110.138.235,"2019-03-29 11:09:48","1536 * 864","5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537","Chrome/73.0.3683.86 Safari/537.36 PTST/SpeedCurve/190322.130349",Desktop,19.14968,47.45996,Hungary,Budapest,Budapest,,ee-ip.org,,,0,0,0,0,www.ee-ip.org
"Hogskolan I Gavle",,hig.se,13043-L.hig.se,130.243.5.129,"2019-03-29 09:27:43","1920 * 1200","5.0 (Windows)",Firefox,Desktop,17.14127,60.67488,Sweden,Gavle,"Gavleborgs Lan",,ee-ip.org/articles/detailed/999325585c33f81f2b421390498a8124/energy-audit-in-smes-could-unlock-great-energy-efficiency-potential-in-europe-a-focus-on-the-italia,,www.google.com,0,1,0,0,www.ee-ip.org/articles/detailed/999325585c33f81f2b421390498a8124/energy-audit-in-smes-could-unlock-great-energy-efficiency-potential-in-europe-a-focus-on-the-italia
"University Of Novi Sad","""+381 21 485-2000""",http://www.uns.ac.rs/,proxy.uns.ac.rs,147.91.173.31,"2019-03-29 09:02:47","1920 * 1080","5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.","Chrome/73.0.3683.86 Safari/537.36 PTST/SpeedCurve/190322.130349",Desktop,19.85,45.25,Serbia,"Novi Sad",Juzno-Backi,,www2.ee-ip.org/content/CompanyPage/show/swep-international/file/439_ORC-systems_are_helping_to_create_a_sustainable_energy_future,,t.co,0,0,0,0,"www.www2.ee-ip.org/content/CompanyPage/show/swep-international/file/439_ORC-systems_are_helping_to_create_a_sustainable_energy_future --> www.www2.ee-ip.org/contentmailing --> www.www2.ee-ip.org/contentmailing"
"Elsevier Inc","70 001 002 357 ",http://www.elsevierhealth.com.au,203.6.204.254,203.6.204.254,"2019-03-29 04:44:16","1920 * 1080","5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537","Chrome/73.0.3683.86 Safari/537.36 PTST/SpeedCurve/190322.130349",Desktop,151.18533,-33.79562,Australia,Chatswood,"New South Wales",,ee-ip.org/articles/detailed/heatpumps-an-overlooked-opportunity,,www.google.com,0,1,0,0,www.ee-ip.org/articles/detailed/heatpumps-an-overlooked-opportunity
"Vivid Economics","""+44 (0)844 8000 254""",http://www.vivideconomics.com/,81.128.179.50,81.128.179.50,"2019-03-28 19:12:36","1536 * 864","5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537","Chrome/73.0.3683.86 Safari/537.36 PTST/SpeedCurve/190322.130349",Desktop,-0.28722,51.39417,"United Kingdom","Kingston Upon Thames","Greater London",,ee-ip.org,,www.google.com,0,1,0,0,www.ee-ip.org
"Schneider Electric Industries Sas","0825 012 999",http://www.schneider-electric.fr/,205.167.7.194,205.167.7.194,"2019-03-28 16:41:35","1280 * 720","5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537","Version/4.0 Chrome/72.0.3626.121 Safari/537.36 [FB_IAB/FB4A;FBAV/208.0.0.38.104;]",Desktop,2.34107,48.86023,France,Paris,Paris,,ee-ip.org/articles/detailed/f38cee81ed23017fdcc9ae9b91fb4672/open-now-the-energy-efficiency-barometer-of-industry-a-tool-to-enhance-industrial-energy-producti-2,,,0,0,0,0,www.ee-ip.org/articles/detailed/f38cee81ed23017fdcc9ae9b91fb4672/open-now-the-energy-efficiency-barometer-of-industry-a-tool-to-enhance-industrial-energy-producti-2
"Fondazione Eni Enrico Mattei","""+39 02 520 36934""",www.feem.it/,212.189.161.135,212.189.161.135,"2019-03-28 16:33:45","900 * 1600","5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537","Chrome/73.0.3683.86 Safari/537.36 PTST/SpeedCurve/190322.130349",Desktop,9.192,45.472,Italy,Milano,Milano,,ee-ip.org/articles/detailed/ffd4015cb22ef1948e4d956483914a88/de-risking-energy-efficiency-projects-a-market-opportunity-for-project-developers,,www.google.it,0,1,0,0,www.ee-ip.org/articles/detailed/ffd4015cb22ef1948e4d956483914a88/de-risking-energy-efficiency-projects-a-market-opportunity-for-project-developers
"European Synchrotron Radiation Facility","04 76 88 20 00",http://www.esrf.eu,160.103.208.60,160.103.208.60,"2019-03-28 14:00:15","1280 * 1024","5.0 (Windows)",Firefox,Desktop,-1.461,43.5408,France,Tarnos,Landes,,ee-ip.org,,www.google.com,0,1,0,0,www.ee-ip.org
"Schlaeger M-Tech Gmbh","""+49 0 921 913 0""",http://www.schlaeger.biz/,80.146.228.119,80.146.228.119,"2019-03-28 13:45:54","1536 * 960","5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537","Chrome/73.0.3683.86 Safari/537.36 PTST/SpeedCurve/190322.130349",Desktop,8.6821,50.1109,Germany,"Frankfurt Am Main",Hessen,,ee-ip.org/articles/detailed/b97292b5e1a44315e76ff3c246b183f1/digital-transformation-of-energy-utilities-shifting-gears,,www.google.com,0,1,0,0,www.ee-ip.org/articles/detailed/b97292b5e1a44315e76ff3c246b183f1/digital-transformation-of-energy-utilities-shifting-gears
"Edinburgh University",,ed.ac.uk,pat-131-252.wlan.net.ed.ac.uk,192.41.131.252,"2019-03-28 13:10:22","1920 * 1200","5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537","Chrome/73.0.3683.86 Safari/537.36 PTST/SpeedCurve/190322.130349",Desktop,-3.2,55.94639,"United Kingdom",Edinburgh,Edinburgh,,ee-ip.org/articles/detailed/e3856df40e2342fa6e02d4d5d9e11afe/utilize-all-the-available-energy-heat-recovery,,www.google.com,0,1,0,0,www.ee-ip.org/articles/detailed/e3856df40e2342fa6e02d4d5d9e11afe/utilize-all-the-available-energy-heat-recovery
"Kuwait Institute For Scientific Research","""+965 2498 9401""",http://www.kisr.edu.kw,161.252.80.2,161.252.80.2,"2019-03-28 12:10:41","1280 * 1024","5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, l","Version/4.0 Chrome/72.0.3626.121 Safari/537.36 [FB_IAB/FB4A;FBAV/208.0.0.38.104;]",Desktop,47.97833,29.36972,Kuwait,"Al Kuwayt","Al Kuwayt",,ee-ip.org/articles/detailed/e3856df40e2342fa6e02d4d5d9e11afe/utilize-all-the-available-energy-heat-recovery,,2llox.r.a.d.sendibm1.com,0,0,0,385,"www.ee-ip.org/articles/detailed/e3856df40e2342fa6e02d4d5d9e11afe/utilize-all-the-available-energy-heat-recovery --> www.ee-ip.org/articles --> www.ee-ip.org --> www.ee-ip.org/articles"
"European Investment Bank","""+352 43 791""",http://www.eib.org/,193.168.41.60,193.168.41.60,"2019-03-28 10:51:04","2021 * 1137","5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0",Firefox,Desktop,6.10624,49.61624,Luxembourg,Luxembourg,Luxembourg,,ee-ip.org/articles/detailed/999325585c33f81f2b421390498a8124/energy-audit-in-smes-could-unlock-great-energy-efficiency-potential-in-europe-a-focus-on-the-italia,,www.google.com,0,1,0,0,www.ee-ip.org/articles/detailed/999325585c33f81f2b421390498a8124/energy-audit-in-smes-could-unlock-great-energy-efficiency-potential-in-europe-a-focus-on-the-italia
"Net3 Technology",864-990-0113,https://n3t.com,107.161.153.80,107.161.153.80,"2019-03-28 09:41:48","1600 * 800","5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537","Chrome/67.0.3396.79 Safari/537.36 PTST/180605.140611",Desktop,-78.72237,42.98525,"United States",Buffalo,"New York",,ee-ip.org/events,,,0,0,0,0,www.ee-ip.org/events
Cartif,"""+34 983 54 65 04""",http://www.cartif.com,pcs.cartif.es,193.146.230.62,"2019-03-28 08:01:58","1920 * 1080","5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537","Chrome/73.0.3683.86 Safari/537.36 PTST/SpeedCurve/190322.130349",Desktop,-4.72969,41.65051,Spain,Valladolid,Valladolid,,ee-ip.org,,,0,0,0,11,"www.ee-ip.org --> www.ee-ip.org/about"
"Tata Steel Ijmuiden Bv","""+ 31 (0) 251 499111""",http://www.tatasteel.nl,145.8.179.192,145.8.179.192,"2019-03-28 07:38:26","1366 * 768","5.0 (Windows NT 6.3; WOW64; Trident/7.0; .NET4.0E",Firefox,Desktop,4.62501,52.45821,Netherlands,Ijmuiden,Noord-Holland,,ee-ip.org/articles/detailed/e3856df40e2342fa6e02d4d5d9e11afe/utilize-all-the-available-energy-heat-recovery,,2llox.r.a.d.sendibm1.com,0,0,0,0,www.ee-ip.org/articles/detailed/e3856df40e2342fa6e02d4d5d9e11afe/utilize-all-the-available-energy-heat-recovery
"Hanyang University",,hanyang.ac.kr,166.104.246.171,166.104.246.171,"2019-03-28 06:44:50","1920 * 1080","""5.0 (Windows NT 6.1; WOW64; APCPMS=^N201807170239""",Firefox,Desktop,126.83041,37.31929,"Korea (South)",Ansan,Gyeonggi-Do,,ee-ip.org/articles/detailed/96379c8c8b2448096037e2fa20a0b618/will-south-koreas-energy-transition-include-nuclear,,www.google.com,0,1,0,0,www.ee-ip.org/articles/detailed/96379c8c8b2448096037e2fa20a0b618/will-south-koreas-energy-transition-include-nuclear
"Wsu Energy Program",360-956-2000,http://www.energy.wsu.edu,68-179-223-168.energy.wsu.edu,68.179.223.168,"2019-03-28 00:55:38","1536 * 864","5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.","Chrome/73.0.3683.75 Safari/537.36",Desktop,-122.9007,47.0442,"United States",Olympia,Washington,,ee-ip.org/articles/detailed/4160520ae3a2b9099aebe25b156b7c1a/5-innovative-uk-energy-efficiency-project-developers-and-quality-assurance-providers,,2llox.r.a.d.sendibm1.com,0,0,0,164,"www.ee-ip.org/articles/detailed/4160520ae3a2b9099aebe25b156b7c1a/5-innovative-uk-energy-efficiency-project-developers-and-quality-assurance-providers --> www.ee-ip.org/articles/detailed/e3856df40e2342fa6e02d4d5d9e11afe/utilize-all-the-available-energy-heat-recovery --> www.www2.ee-ip.org/content/CompanyPage/show/solvera-lynx/file/401_Energy_Management_System_in_cement_industry"
